Permit_Number,Date_of_Submission,Date_of_Permit_Issuance,Completed_Date,Expiration_Date,Permit_Name,Work_Type,Primary_Work_Scope,Permit_Status,Civic_ID,Civic_Number,Street_Name,Community,PID,Estimated_Project_Value,Most_Recent_Inspection,Type_of_Structure,Work_Description,Active_Parcel,Date_Inspection_Completed,Occupancy_Type,Residential_Units_Demoed,District,Inspection_Outcome
"DEMO-2024-11298","2024-08-21 12:00:00","2024-09-03 12:00:00",,"2024-11-22 12:00:00","Demolition Permit","Demolition","Demolition","Expired",65603,"284","RENFREW ST","DARTMOUTH","00247734",,,"Dwelling - Single Detached","Demo existing house so 2 new quadplexes can be built","Y",,,1,"District 03",
"DEMO-2024-11659","2024-08-26 12:00:00","2024-08-27 12:00:00","2024-10-02 12:00:00","2024-11-27 12:00:00","Demolition Permit","Demolition","Demolition","Completed",20152,"71","ROSE LANE","QUEENSLAND","40085433",,"Building - DEM - Demolition - Final","Dwelling - Seasonal","demo cottage","Y","2024-10-02 12:00:00",,1,"District 13","Passed"
"DEMO-2024-11744","2024-09-10 12:00:00","2024-09-12 12:00:00","2024-10-23 12:00:00","2024-11-29 12:00:00","Demolition Permit","Demolition","Demolition","Completed",92478,"12","PARKVIEW DR","OAKFIELD","00573410",,"Building - DEM - Demolition - Final","Dwelling - Single Detached","Demolish Existing Single Unit Dwelling","Y","2024-10-23 12:00:00",,1,"District 01","Passed"
"DEMO-2024-12011","2025-01-30 12:00:00","2025-02-05 12:00:00",,"2025-03-22 12:00:00","Demolition Permit","Demolition","Demolition","Issued",74330,"2045","HARVARD ST","HALIFAX","00177139",,,"Commercial","Demolition of the Structure","Y",,,,"District 09",
"DEMO-2024-12613","2024-09-10 12:00:00",,"2024-09-12 12:00:00","2024-11-29 12:00:00","Demolition Permit","Demolition","Demolition","Withdrawn",14781,"103","CLAYTON PARK DR","HALIFAX","00342253",,,"Dwelling - Single Detached","Client is wanting to demo attached garage and build a new garage with a loft","Y",,,,"District 10",
"DEMO-2024-12673","2024-12-03 12:00:00","2025-01-30 12:00:00",,"2025-02-28 12:00:00","Demolition Permit","Demolition","Demolition","Issued",46418,"4","MAIN ST","BEDFORD","40113599",,,"Dwelling - Single Detached","Demolish Existing Dwelling","Y",,,1,"District 16",
"DEMO-2024-12810","2024-09-10 12:00:00","2024-09-16 12:00:00","2024-09-26 12:00:00","2024-09-30 12:00:00","Demolition Permit","Demolition","Demolition","Completed",74290,"6046","SHIRLEY ST","HALIFAX","00162545",,"Building - DEM - Demolition - Final","Accessory Structure","Demolishing the old garage to make way for a backyard suite","Y","2024-09-26 12:00:00",,,"District 09","Passed"
"DEMO-2024-13067","2024-09-20 12:00:00","2024-10-07 12:00:00","2024-10-24 12:00:00","2025-01-07 12:00:00","Demolition Permit","Demolition","Demolition","Completed",61207,"11","FAIRBANKS ST","DARTMOUTH","00109801",,"Building - DEM - Demolition - Final","Dwelling - Single Detached","Abate and Demolish entire house and shed and foundation.","Y","2024-10-18 12:00:00",,1,"District 05","Passed"
"DEMO-2024-13535","2024-09-17 12:00:00","2024-10-04 12:00:00",,"2025-03-31 12:00:00","Demolition Permit","Demolition","Demolition","Issued",69462,"5531","NORA BERNARD ST","HALIFAX","00155663",,"Building - DEM - Demolition - Site Safety","Commercial","Demolition of 5531 Nora Bernard Street","Y","2024-10-07 12:00:00",,,"District 08","Passed"
"DEMO-2024-13758","2024-09-18 12:00:00","2024-09-25 12:00:00",,"2024-11-29 12:00:00","Demolition Permit","Demolition","Demolition","Expired",47210,"1171","SHORE DR","BEDFORD","41189432",,,"Accessory Structure","Removal of Existing Accessory Structure","Y",,,,"District 16",
"DEMO-2024-13852","2024-09-18 12:00:00","2024-09-23 12:00:00",,"2024-12-31 12:00:00","Demolition Permit","Demolition","Demolition","Expired",49724,"390","PRINCESS MARGARET BLVD","DARTMOUTH","41441965",,"Halifax Water Connection - Service Abandonment","Dwelling - Townhouse","Demolition of Building 15 - Civics 390 to 396 Princess Margaret Boulevard","Y","2024-11-21 12:00:00",,4,"District 05","Passed"
"DEMO-2024-13937","2024-09-19 12:00:00",,"2024-09-22 12:00:00",,"Demolition Permit","Demolition","Demolition","Withdrawn",2511,"1378","BEDFORD HWY","BEDFORD","00429290",,,"Commercial","demolition consists of removal of interior walls and roof.","Y",,,2,"District 16",
"DEMO-2024-14298","2024-10-01 12:00:00","2024-10-16 12:00:00",,"2025-02-28 12:00:00","Demolition Permit","Demolition","Demolition","Issued",26419,"137","HEBRIDEAN DR","HERRING COVE","41505843",,"Halifax Water Connection - Service Abandonment","Institutional and Governmental","removal of structure","Y","2024-12-16 12:00:00",,,"District 11","Failed"
"DEMO-2024-14671","2024-10-24 12:00:00","2025-02-14 12:00:00",,"2025-03-31 12:00:00","Demolition Permit","Demolition","Demolition","Issued",64206,"5660","KANE ST","HALIFAX","00131573",,,"Dwelling - Single Detached","Demolishing existing home to construct a future 3 unit complex with a basement office at 5660 Kane Street","Y",,,1,"District 08",
"DEMO-2024-14881","2024-10-02 12:00:00","2024-10-16 12:00:00",,"2025-01-03 12:00:00","Demolition Permit","Demolition","Demolition","Expired",102750,"38","SPIDER LAKE RD","WAVERLEY","40378440",,,"Dwelling - Single Detached","Demolish Main Residence - Accessory Structure to Remain","Y",,,1,"District 01",
"DEMO-2024-15258","2024-10-16 12:00:00","2024-10-23 12:00:00",,"2025-04-18 12:00:00","Demolition Permit","Demolition","Demolition","Issued",81286,"958","BELLEVUE AVE","HALIFAX","00050641",,,"Dwelling - Single Detached","Removal of structure and foundation to allow for new construction","Y",,,1,"District 07",
"DEMO-2024-15406","2024-10-15 12:00:00","2024-10-21 12:00:00","2024-11-26 12:00:00","2025-04-18 12:00:00","Demolition Permit","Demolition","Demolition","Completed",92155,"4209","HIGHWAY 357","MEAGHERS GRANT","00474908",,"Building - DEM - Demolition - Final","Accessory Structure","Demolition of Abandoned Building as per HRM Compliance","Y","2024-11-26 12:00:00",,1,"District 01","Passed"
"DEMO-2024-15638","2024-10-21 12:00:00","2024-10-29 12:00:00","2024-12-03 12:00:00","2024-12-23 12:00:00","Demolition Permit","Demolition","Demolition","Completed",29864,"81","SEAFARERS LANE","WHITES LAKE","40062838",,"Building - DEM - Demolition - Final","Dwelling - Seasonal","Demolition of a seasonal cottage","Y","2024-12-03 12:00:00",,1,"District 13","Passed"
"DEMO-2024-15696","2024-10-18 12:00:00","2024-12-04 12:00:00",,"2025-01-31 12:00:00","Demolition Permit","Demolition","Demolition","Expired",21664,"25","OLD POST RD","HUBBARDS","40541252",,,"Dwelling - Seasonal","Owner wants to demolish existing structure at 25 Old Post Road, Hubbards .","Y",,,1,"District 13",
"DEMO-2024-15916","2024-10-31 12:00:00","2024-11-05 12:00:00","2024-12-11 12:00:00","2025-01-31 12:00:00","Demolition Permit","Demolition","Demolition","Completed",93767,"607","MUSHABOOM RD","MUSHABOOM","00577627",,"Building - DEM - Demolition - Final","Dwelling - Single Detached","Demolish existing home","Y","2024-12-11 12:00:00",,1,"District 02","Passed"
"DEMO-2024-15955","2024-10-22 12:00:00","2024-10-30 12:00:00","2024-12-19 12:00:00","2025-01-31 12:00:00","Demolition Permit","Demolition","Demolition","Completed",54786,"51","HARRIS RD","DARTMOUTH","00229492",,"Halifax Water Connection - Service Abandonment","Dwelling - Multiple Units","Demolition of Semi-Detached Dwelling","Y","2024-12-19 12:00:00",,2,"District 06","Passed"
"DEMO-2024-16117","2024-10-25 12:00:00","2024-10-28 12:00:00","2025-01-07 12:00:00","2025-01-27 12:00:00","Demolition Permit","Demolition","Demolition","Completed",123859,"125","HUMMINGBIRD LANE","HAMMONDS PLAINS","40834731",,"Building - DEM - Demolition - Final","Accessory Structure","Removing concrete slab and rebuilding garage","Y","2025-01-07 12:00:00",,,"District 14","Passed"
"DEMO-2024-16439","2024-11-04 12:00:00","2024-11-05 12:00:00",,"2024-12-31 12:00:00","Demolition Permit","Demolition","Demolition","Expired",137825,"3263","SACKVILLE DR","UPPER SACKVILLE","41197559",,"Building - DEM - Demolition - Final","Dwelling - Single Detached","Demolition of house structure after fire. Possible foundation removal to be determined by engineer.","Y","2024-12-05 12:00:00",,1,"District 14","Failed"
"DEMO-2024-17120","2024-11-27 12:00:00",,,,"Demolition Permit","Demolition","Demolition","In Review",75706,"1682","ROBIE ST","HALIFAX","00137042",,,"Dwelling - Single Detached","Demolition","Y",,,1,"District 07",
"DEMO-2024-17567","2024-12-13 12:00:00","2024-12-18 12:00:00",,"2025-06-30 12:00:00","Demolition Permit","Demolition","Demolition","Issued",106095,"8","ETHEL CRT","DARTMOUTH","00256503",,,"Accessory Structure","Demolition existing boat storage building","Y",,,,"District 06",
"DEMO-2024-17883","2024-11-27 12:00:00",,,"2025-03-27 12:00:00","Demolition Permit","Demolition","Demolition","In Review",75657,"1686","ROBIE ST","HALIFAX","00137034",,,"Dwelling - Single Detached",,"Y",,,1,"District 07",
"DEMO-2024-17889","2024-11-27 12:00:00",,,,"Demolition Permit","Demolition","Demolition","In Review",75543,"1694","ROBIE ST","HALIFAX","00137018",,,"Dwelling - Single Detached","Demolition of a Two Unit Dwelling","Y",,,1,"District 07",
"DEMO-2024-17957","2024-12-04 12:00:00",,,"2025-08-29 12:00:00","Demolition Permit","Demolition","Demolition","Applicant Revisions",77121,"5950","SPRING GARDEN RD","HALIFAX","00135400",,,"Dwelling - Multiple Units","Demo for BPRES-2024-17562","Y",,,3,"District 07",
"DEMO-2024-18070","2024-12-03 12:00:00","2024-12-10 12:00:00",,"2025-02-28 12:00:00","Demolition Permit","Demolition","Demolition","Issued",26487,"151","HEBRIDEAN DR","HERRING COVE","40077042",,"Building - DEM - Demolition - Site Safety","Institutional and Governmental","Removing Existing Church","Y","2025-02-06 12:00:00",,,"District 11","Failed"
"DEMO-2024-18243","2024-12-05 12:00:00","2024-12-23 12:00:00",,"2025-02-20 12:00:00","Demolition Permit","Demolition","Demolition","Issued",18969,"3297","WESTERWALD ST","HALIFAX","00198598",,,"Dwelling - Single Detached","Demolition of an existing single family house.","Y",,,1,"District 10",
"DEMO-2024-18423","2024-12-10 12:00:00","2024-12-18 12:00:00",,"2025-03-10 12:00:00","Demolition Permit","Demolition","Demolition","Issued",65720,"5822","BILBY ST","HALIFAX","00161034",,,"Dwelling - Single Detached","Demolition of Property","Y",,,1,"District 08",
"DEMO-2024-18666","2025-01-06 12:00:00",,,"2025-03-07 12:00:00","Demolition Permit","Demolition","Demolition","Applicant Revisions",75289,"1528","QUEEN ST","HALIFAX","00077248",,,"Commercial","Demolition of 1528 Queen Street.
DEV-ROW-2025-00236 - ROW permit","Y",,,,"District 07",
"DEMO-2024-18668","2025-01-06 12:00:00",,,"2025-03-07 12:00:00","Demolition Permit","Demolition","Demolition","Applicant Revisions",75244,"1532","QUEEN ST","HALIFAX","00077222",,,"Commercial","Demolition of 1532 Queen Street.

DEV-ROW-2025-00236 - ROW permit","Y",,,,"District 07",
"DEMO-2024-18775","2025-01-02 12:00:00","2025-01-10 12:00:00",,"2026-01-09 12:00:00","Demolition Permit","Demolition","Demolition","Issued",78914,"6549","COBURG RD","HALIFAX","00079186",,,"Commercial","Demolition of Foundation for 'The Waegwoltic Clubhouse'","Y",,,,"District 07",
"DEMO-2024-18912","2025-01-29 12:00:00",,,"2025-05-31 12:00:00","Demolition Permit","Demolition","Demolition","Applicant Revisions",136034,"1717","BRUNSWICK ST","HALIFAX","00002964",,,"Commercial","Demolition of the Buildings","Y",,,,"District 07",
"DEMO-2025-00078","2025-01-12 12:00:00","2025-01-14 12:00:00","2025-01-27 12:00:00","2027-01-14 12:00:00","Demolition Permit","Demolition","Demolition","Completed",93990,"901","MUSHABOOM RD","MUSHABOOM","00577270",,"Building - DEM - Demolition - Final","Dwelling - Single Detached","Demolition of Single Unit Dwelling","Y","2025-01-27 12:00:00",,1,"District 02","Passed"
"DEMO-2025-00248","2025-01-09 12:00:00","2025-01-15 12:00:00",,"2025-04-15 12:00:00","Demolition Permit","Demolition","Demolition","Issued",49567,"203","PRINCESS MARGARET BLVD","DARTMOUTH","41315607",,"Halifax Water Connection - Service Abandonment","Dwelling - Multiple Units","Demolition of Townhouse Building 18 (Civics 203,205,205,209,211,213,215,217)","Y","2025-02-11 12:00:00",,8,"District 05","Cancelled"
"DEMO-2025-00256","2025-01-09 12:00:00","2025-01-14 12:00:00",,"2025-04-10 12:00:00","Demolition Permit","Demolition","Demolition","Issued",132132,"21","RYAN GATE","DARTMOUTH","41315607",,,"Dwelling - Townhouse","Demolition of Townhouse Building 21 (Civics 21,23,25,27,29,31)","Y",,,6,"District 05",
"DEMO-2025-00330","2025-01-09 12:00:00","2025-01-17 12:00:00",,"2025-04-09 12:00:00","Demolition Permit","Demolition","Demolition","Issued",83429,"5845","INGLEWOOD DR","HALIFAX","00000711",,,"Dwelling - Single Detached","Demolition Single Unit Dwelling","Y",,,1,"District 07",
"DEMO-2025-00705","2025-01-22 12:00:00","2025-01-28 12:00:00",,"2025-08-15 12:00:00","Demolition Permit","Demolition","Demolition","Issued",9638,"165","WOODBURY DR","HALIFAX","00293373",,,"Dwelling - Single Detached","demolition of a single family house, including the foundation.","Y",,,1,"District 10",
"DEMO-2025-01076","2025-01-30 12:00:00","2025-02-03 12:00:00",,"2025-03-28 12:00:00","Demolition Permit","Demolition","Demolition","Issued",32432,"11","BAKER RD","TERENCE BAY","00386128",,,"Dwelling - Single Detached","removal of structure","Y",,,1,"District 13",
"DEMO-2025-01169","2025-02-06 12:00:00",,,,"Demolition Permit","Demolition","Demolition","In Review",70688,"1877","UPPER WATER ST","HALIFAX","00003459",,,"Commercial","Demolition and removal of a 2.5-story restaurant (Saltys)","Y",,,,"District 07",
"DEMO-2025-01271","2025-01-30 12:00:00","2025-01-31 12:00:00",,"2025-04-30 12:00:00","Demolition Permit","Demolition","Demolition","Issued",74281,"6320","YALE ST","HALIFAX","00177147",,,"Dwelling - Multiple Units","Demolition of Multi-Unit Dwelling","Y",,,3,"District 09",
"DEMO-2025-01281","2025-01-30 12:00:00","2025-02-03 12:00:00",,"2025-08-31 12:00:00","Demolition Permit","Demolition","Demolition","Issued",74270,"6318","YALE ST","HALIFAX","00177154",,,"Dwelling - Multiple Units","Demolition of existing structure.","Y",,,2,"District 09",
"DEMO-2023-06662","2023-05-26 12:00:00","2023-06-06 12:00:00","2024-11-28 12:00:00","2024-11-30 12:00:00","Demolition Permit","Demolition","Demolition","Completed",87337,"1996","CALDWELL RD","EASTERN PASSAGE","00373795",,,"Accessory Structure","demolishing garage

** all inspections are mandatory**","Y",,,,"District 03",
"DEMO-2023-06787","2023-06-01 12:00:00","2023-06-08 12:00:00",,"2023-12-15 12:00:00","Demolition Permit","Demolition","Demolition","Expired",112546,"29","TAMERLANE CRT","COLE HARBOUR","40146227",,"Building - DEM - Demolition - Final","Dwelling - Semi-Detached","Demolition of semi detached, destroyed by fire","Y","2023-09-19 12:00:00",,2,"District 04","Passed"
"DEMO-2023-06859","2023-05-31 12:00:00","2023-06-02 12:00:00","2024-01-16 12:00:00","2024-06-07 12:00:00","Demolition Permit","Demolition","Demolition","Completed",40378,"94","METROPOLITAN AVE","LOWER SACKVILLE","00362467",,"Halifax Water Connection - Discretionary","Commercial","demo/remove existing slab","Y","2024-01-16 12:00:00",,,"District 15","Passed"
"DEMO-2023-07352","2023-06-08 12:00:00",,,,"Demolition Permit","Demolition","Demolition","Application Incomplete",,,,,"00470146",,,"Institutional and Governmental","Complete removal of NDB Antenna foundation.
Complete removal of NDB shed complete with foundations.
Complete removal of Guy Anchors and foundations","Y",,,,"District 01",
"DEMO-2023-07574","2023-06-21 12:00:00",,,"2023-09-15 12:00:00","Demolition Permit","Demolition","Demolition","Expired",67061,"3509","JOSEPH HOWE DR","HALIFAX","00182071",,,"Dwelling - Single Detached","To demolish 3509 Jose Howe Drive, for future development","Y",,,1,"District 09",
"DEMO-2023-07718","2023-06-15 12:00:00","2023-06-19 12:00:00","2023-07-25 12:00:00","2023-08-31 12:00:00","Demolition Permit","Demolition","Demolition","Completed",142783,"456","HEMLOCK DR","UPPER TANTALLON","41225954",,"Building - DEM - Demolition - Final","Dwelling - Single Detached","Emergency disaster clean up from Tantallon fire, for safety this clean up","Y","2023-07-25 12:00:00",,1,"District 13","Passed"
"DEMO-2023-07811","2023-09-19 12:00:00","2023-09-28 12:00:00","2023-12-14 12:00:00","2025-09-19 12:00:00","Demolition Permit","Demolition","Demolition","Completed",28144,"2712","PROSPECT RD","WHITES LAKE","41507450",,"Building - DEM - Demolition - Final","Dwelling - Single Detached","An old house needs demolition","Y","2023-12-14 12:00:00",,1,"District 13","Passed"
"DEMO-2023-07888","2023-06-21 12:00:00","2023-06-23 12:00:00","2023-09-11 12:00:00","2023-09-15 12:00:00","Demolition Permit","Demolition","Demolition","Completed",98652,"100","WEST PETPESWICK RD","WEST PETPESWICK","40213985",,"Building - DEM - Demolition - Site Safety","Dwelling - Seasonal","Complete demolition of existing mobile home","Y","2023-09-11 12:00:00",,1,"District 02","Passed"
