"Permit_Number","Date_of_Submission","Date_of_Permit_Issuance","Completed_Date","Expiration_Date","Permit_Name","Work_Type","Primary_Work_Scope","Permit_Status","HRM_ID","Civic_Number","Street_Name","Community","PID","Most_Recent_Inspection","Type_of_Structure","Work_Description","Active_Parcel","Date_Inspection_Completed",District,Inspection_Outcome
"LOTGRADE-2024-02599","2024-03-11 12:00:00","2024-03-15 12:00:00",,"2026-03-16 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",58749,"19","CALDWELL RD","COLE HARBOUR","00403592",,"Accessory Structure","Lot grading plan for new backyard suite and detached garage building permit application at 19 Caldwell Rd, Dartmouth.","Y",,"District 04",
"LOTGRADE-2024-02679","2024-03-13 12:00:00","2024-03-14 12:00:00","2024-03-14 12:00:00","2026-03-13 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",148308,"28","CADDIE DR","MIDDLE SACKVILLE","41301292",,"Accessory Structure","new 16'x24' shed","Y",,"District 14",
"LOTGRADE-2024-02711","2024-03-12 12:00:00","2024-04-02 12:00:00",,"2026-04-02 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",61635,"52","NEWCASTLE ST","DARTMOUTH","00097733",,"Dwelling - Single Detached","Addition to Single Unit Dwelling","Y",,"District 05",
"LOTGRADE-2024-02792","2024-03-14 12:00:00","2024-03-18 12:00:00","2024-03-18 12:00:00","2026-03-18 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",141707,"4","TAKOUHIE CRT","EASTERN PASSAGE","41218363",,"Dwelling - Single Detached","new walkout to the basement of the existing single detached house","Y",,"District 03",
"LOTGRADE-2024-02820","2024-03-21 12:00:00","2024-03-27 12:00:00","2024-03-27 12:00:00","2026-03-27 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",43950,"28","SEAWOOD AVE","LOWER SACKVILLE","40002230",,"Dwelling - Multiple Units","Building a new duplex on a slab","N",,"District 15",
"LOTGRADE-2024-02862","2024-03-18 12:00:00","2024-03-20 12:00:00",,"2026-03-20 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",176929,"145","PUNCHEON WAY","BEDFORD","41520644",,"Dwelling - Single Detached","To construct a new detached single-family dwelling.","Y",,"District 16",
"LOTGRADE-2024-02930","2024-03-18 12:00:00","2024-03-22 12:00:00",,"2026-03-26 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",10430,"4","OAKLEY AVE","HALIFAX","41030875",,"Dwelling - Single Detached","24'0'x7'1' addition to an existing house, No excavation required.","Y",,"District 12",
"LOTGRADE-2024-03050","2024-03-19 12:00:00","2024-04-22 12:00:00","2024-12-11 12:00:00","2026-04-30 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",84904,"54","HORNES RD","EASTERN PASSAGE","00371096","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Addition to an existing dwelling: BPRES-2024-02976","Y","2024-12-11 12:00:00","District 03","Passed"
"LOTGRADE-2024-03098","2024-03-20 12:00:00","2024-05-30 12:00:00","2024-05-30 12:00:00","2026-05-29 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",139073,"27","GRAYSON CRT","LOWER SACKVILLE","41208281",,"Accessory Structure","adding a back yard suite to property","Y",,"District 15",
"LOTGRADE-2024-03172","2024-03-21 12:00:00","2024-03-28 12:00:00","2024-09-17 12:00:00","2026-03-27 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",183847,"225","HIGGINS AVE","BEECHVILLE","41531732","Engineering - LOT - Lot Grading","Dwelling - Single Detached","NEW HOME CONSTRUCTION","Y","2024-09-17 12:00:00","District 12","Passed"
"LOTGRADE-2024-03178","2024-03-21 12:00:00","2024-03-28 12:00:00","2024-09-19 12:00:00","2026-03-28 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",183896,"26","GOUGH CL","BEECHVILLE","41532029","Engineering - LOT - Lot Grading","Dwelling - Single Detached","New construction single family home","Y","2024-09-19 12:00:00","District 12","Passed"
"LOTGRADE-2024-03183","2024-03-21 12:00:00","2024-03-25 12:00:00",,"2026-03-27 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",183890,"11","GRANITE TERR","BEECHVILLE","41531963",,"Dwelling - Single Detached","NEW HOME CONSTRUCTION","Y",,"District 12",
"LOTGRADE-2024-03212","2024-03-24 12:00:00","2024-03-27 12:00:00","2024-09-25 12:00:00","2026-03-27 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",183824,"204","HIGGINS AVE","BEECHVILLE","41531674","Engineering - LOT - Lot Grading","Dwelling - Semi-Detached","New construction semi detached building","Y","2024-09-25 12:00:00","District 12","Passed"
"LOTGRADE-2024-03233","2024-03-21 12:00:00","2024-03-27 12:00:00",,"2026-03-27 12:00:00","Lot Grading Permit","Associated to a Building","New","Amendment Review",183898,"37","GOUGH CL","BEECHVILLE","41532045","Engineering - LOT - Lot Grading","Dwelling - Single Detached","New construction single family house","Y","2025-02-14 12:00:00","District 12","Failed"
"LOTGRADE-2025-01497","2025-02-10 12:00:00","2025-02-11 12:00:00",,"2027-02-15 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",185910,"29","COLONIAL CRES","HALIFAX","40096778",,"Dwelling - Semi-Detached","Semi Detached homes on serviced lot with secondary suites","Y",,"District 11",
"LOTGRADE-2025-01600","2025-02-06 12:00:00","2025-02-07 12:00:00",,"2027-02-05 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",56623,"58","TULIP ST","DARTMOUTH","00075762",,"Dwelling - Single Detached","This is the additional permit necessary to build an addition","Y",,"District 05",
"LOTGRADE-2025-01767","2025-02-14 12:00:00",,,,"Lot Grading Permit","Associated to a Building","Addition","In Review",52749,"10","FREDERICK ST","DARTMOUTH","00042630",,"Dwelling - Single Detached","Adding a side entryway mudroom onto existing single story detached residence.","Y",,"District 05",
"LOTGRADE-2025-01870","2025-02-13 12:00:00","2025-02-14 12:00:00",,"2026-12-16 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",187086,"2333","MAITLAND ST","HALIFAX","41545641",,"Dwelling - Townhouse","Lot Grading  for Townhouse - BPRES-2024-18080","Y",,"District 08",
"BLAST-2022-03836","2022-03-23 12:00:00","2022-05-30 12:00:00","2022-11-30 12:00:00","2022-11-30 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",95334,"47","CONFEDERATION AVE","FALL RIVER","40519100","Engineering - BLA - Blasting Final","Commercial","Blasting for Kinloch Estates Subdivision","Y","2023-01-04 12:00:00","District 01","Passed"
"BLAST-2022-03836","2022-03-23 12:00:00","2022-05-30 12:00:00","2022-11-30 12:00:00","2022-11-30 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",95334,"47","CONFEDERATION AVE","FALL RIVER","40519159","Engineering - BLA - Blasting Final","Commercial","Blasting for Kinloch Estates Subdivision","Y","2023-01-04 12:00:00","District 01","Passed"
"BLAST-2022-03858","2022-03-24 12:00:00","2022-04-04 12:00:00","2022-05-19 12:00:00","2022-10-04 12:00:00","Blasting Permit","Blasting","Blasting","Cancelled",173382,"138","SYLVIA AVE","HALIFAX","00334060",,"Commercial","Blasting at JL Ilsley High in area where old school was removed
had expired permit GP-2021-08592","Y",,"District 11",
"BLAST-2022-04389","2022-03-31 12:00:00","2022-04-11 12:00:00","2022-10-11 12:00:00","2022-10-11 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",,,,,"41483777","Engineering - BLA - Blasting Final","Commercial","Location is as per map provided in Appendix A. GPS coordinates = 44.9317636, -63.5126529.
Scope of work includes blasting for the purposes of upgrading access roads throughout property to complete forestry work.
No infrastructure within 800 meters.
This is ultimately a renewal / extension of blasting permit PID 414483777 as we didn't complete the blasting and road work last year.","Y","2023-03-24 12:00:00","District 01","Passed"
"BLAST-2022-05517","2022-04-22 12:00:00","2022-05-20 12:00:00","2022-11-20 12:00:00","2022-11-20 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",,,,,"41404567",,"Commercial","Drill and Blast for site development at Brunello Estates Phase 8, 9, & 10
There is no school, hospital, or other health care facility within 300m of this project.","Y",,"District 12",
"BLAST-2022-06977","2022-05-19 12:00:00","2022-06-28 12:00:00","2024-10-11 12:00:00","2022-12-28 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",169582,"63","JIM CONNORS AVE","DARTMOUTH","41431495","Engineering - BLA - Blasting Final","Commercial","To supply drilling and blasting services for grade alteration","Y","2022-11-04 12:00:00","District 06","Passed"
"BLAST-2022-07687","2022-06-09 12:00:00","2022-06-17 12:00:00","2024-08-01 12:00:00","2022-12-17 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",,,,,"40049777","Engineering - BLA - Blasting Final","Commercial","Blasting for Lovett Lake Estates Phase 2

GRADEALT-2022-01967","Y","2024-04-09 12:00:00","District 12","Passed"
"BLAST-2022-09065","2022-06-24 12:00:00","2022-07-21 12:00:00","2023-01-21 12:00:00","2023-01-21 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",,,,,"00268599",,"Commercial","To supply drilling and blasting services for The Parks of Lake Charles - phase 1A","N",,"District 06",
"BLAST-2022-12113","2022-09-22 12:00:00","2022-09-29 12:00:00","2023-03-01 12:00:00","2023-03-29 12:00:00","Blasting Permit","Blasting","Blasting","Completed",16699,"210","WILLETT ST","HALIFAX","40090086","Engineering - BLA - Blasting Final","Commercial","Blasting to allow the installation of underground parkade and service installation.

Attached is the grade alteration permit which is already been taken care of and which is still valid, see attached.","Y","2023-03-01 12:00:00","District 10","Passed"
"BLAST-2022-14057","2022-10-26 12:00:00","2022-10-27 12:00:00","2022-11-30 12:00:00","2023-04-27 12:00:00","Blasting Permit","Blasting","Blasting","Completed",170825,"764","HERRING COVE RD","HALIFAX","00277210","Engineering - BLA - Blasting Final","Commercial","Blasting to take place for construction of the Birchdale Subdivision","Y","2022-11-30 12:00:00","District 11","Passed"
"BLAST-2022-14929","2022-11-21 12:00:00","2022-11-24 12:00:00","2023-05-24 12:00:00","2023-05-24 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",,,,,"41072539",,"Commercial","Drilling & blasting for Burnside Industrial Park Phase 13-1.
There is no school, hospital or other health care facility within 300m of this project.
The drilling & blasting operations have alreay been started under Permit # Blast-2021-18754, and continued under Permit # BLAST-2022-07300.","Y",,"District 06",
"BLAST-2022-15519","2022-12-09 12:00:00","2022-12-20 12:00:00","2023-06-20 12:00:00","2023-06-20 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",58245,"153","WYSE RD","DARTMOUTH","00045427",,"Commercial","Blasting to allow for the installation of foundation and services of a new multi unit apartment.","Y",,"District 05",
"BLAST-2023-00369","2023-01-12 12:00:00","2023-02-24 12:00:00","2023-08-24 12:00:00","2023-08-24 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",,,,,"41325135",,"Commercial","Blasting for Kinloch Estates Subdivision Phases 6B and 6D.
extension for blast-2022-03836","Y",,"District 01",
"BLAST-2023-01235","2023-02-09 12:00:00","2023-02-16 12:00:00","2024-08-19 12:00:00","2023-08-16 12:00:00","Blasting Permit","Blasting","Blasting","Completed",164940,"50","BROAD ST","BEDFORD","41400334","Engineering - BLA - Blasting Final","Commercial","Blasting for the new roundabout at Broad St. and Larry Uteck intersection in West Bedford.","Y","2024-08-19 12:00:00","District 16","Passed"
